snapshot-date	sku	fnsku	asin	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest_price_new	lowest_price_used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	estimated-cost-savings-of-recommended-actions	sell-through	item-volume	volume-units	storage-type
2020-09-21	AB-0944	X002IAK22H	B08781DDQF	YaeCCC 15.5 inch Office Chair Cylinder Replacement - Universal Size, Heavy Duty, with 1 Pair of Glove	New	100	0	100	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	10	Low traffic	12.88	12.88	12.88	0.0	Lower price	0	0.0	0	0	0.0	0.3508771929824561	4.438000	cubic feet	Standard
2020-09-21	AB-0434	X001QZUBF3	B07C3W77GF	YaeCCC Electronic Enclosures Blue Metal Enclosure Project Case DIY Box Junction Case Enclosure Preventive Case (9.8" x 7.5" x 4.3")	New	158	0	114	44	0	0	0	USD	0	0.0	0	0.0	24	80	184	261		19.99	19.99	19.99	0.0	Improve recommendations	62	19.99	0	0	0.0	1.2355029585798816	32.144942	cubic feet	Standard
2020-09-21	AB-0982	X002JV3BWD	B08B5TNX3G	YaeCCC 114 pcs Peg Board Hooks Assortment with Metal Hooks Set, Pegboard Bins, Peg Locks for Organizing Storage System Tools	New	50	0	50	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	18.99	18.99	18.99	0.0	Lower price	0	0.0	0	0	0.0	0.0	6.056900	cubic feet	Standard
2020-09-21	SN-0029-02	X0029LNSNZ	B07VQ7PL1G	YaeCCC 2 Pack Vinyl Record Cleaning Roller Reusable Anti-Static LP Album Cleaner Record Cleaner Roller	New	2	0	0	0	0	2	0	USD	0	0.0	2	0.32	0	0	0	7	Low traffic	19.99	19.99	19.99	0.0	Lower price	2	19.99	0	0	0.0	1.8666666666666667	0.046164	cubic feet	Standard
2020-09-21	SN-0031	X0029EG4MT	B07VSMJLL6	YaeCCC Aluminum Enclosure Metal Shell Electronic Project DIY Box Case for PCB Instrument Amplifier - 3.94"x3.46"x1.54"(LxWxH)	New	27	0	0	27	0	0	0	USD	0	0.0	0	0.0	5	16	19	21	Low traffic	9.99	9.99	9.99	0.0	Advertise listing	15	8.790536448994278	364	0	11.510777345449341	0.5121951219512195	0.571185	cubic feet	Standard
2020-09-21	AB-0734	X0023M3K7T	B07NR5W2NM	8KV 30mA Neon Light Transformer Power Supply Electronic Neon Sign Transformer Power Supply UL Listed	New	33	0	33	0	0	0	0	USD	0	0.0	0	0.0	2	25	25	27	Low traffic	40.99	40.99	40.99	0.0	Lower price	5	41.99	0	0	0.0	1.6615384615384616	2.654982	cubic feet	Standard
2020-09-21	AB-0830-10	X002AIN5CL	B07WP9614S	10Pcs AC/DC 110V Indicator Lights Red Green LED Flush Panel Mount 7/8 inch 22mm	New	20	0	0	20	0	0	0	USD	0	0.0	0	0.0	2	13	17	25	Low traffic	11.99	11.99	11.99	0.0	Advertise listing	4	9.592	364	0	44.43870857674517	0.6896551724137931	0.397420	cubic feet	Standard
2020-09-21	DS-0333-02	X002AMF7JB	B07WV8XLJ2	YaeCCC 2 Pack Trailer Tail Lights Kit Waterproof Turn Signal Brake Reverse Running Lights LED Tail Light for Truck Boat Trailer UTV UTE RV Camper Pickup 40 LED	New	54	0	54	0	0	0	0	USD	0	0.0	0	0.0	2	13	38	53		28.99	28.99	28.99	26.78	Improve recommendations	0	0.0	0	0	0.0	1.004739336492891	17.065944	cubic feet	Standard
2020-09-21	JK-0205	X001RVT0DZ	B07CWQTRVS	YaeCCC C-266 Car 4 Channel Power Amplifier Stereo Audio Super Bass Sub Woofer Amp 12V	New	117	0	117	0	0	0	0	USD	0	0.0	0	0.0	9	29	40	40	Low traffic	60.99	60.99	60.99	0.0	Lower price	124	60.99	0	0	0.0	0.5860805860805861	48.684285	cubic feet	Standard
2020-09-21	CR-0018	X002JI58OF	B089NMM3HM	YaeCCC Replaceable T Lock Tile Leveling System, 24 Pcs Reusable Tile Spacers, Bubble Level Head Anti-lippage Tile Installation Tools with 50 Pcs Metal Needles, 1 Wrench and 200 Pcs 2 mm Tile Levelers	New	40	0	40	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	18.99	18.99	18.99	0.0	Lower price	0	0.0	0	0	0.0	0.0	5.265200	cubic feet	Standard
2020-09-21	AB-0980	X002JV16MZ	B08B5WPNNV	YaeCCC 12Pcs Round Hollow Punch Set, Leather Craft Punch Tool Hollow Hole Punch Cutter Tool for Watch Bands Belts Canvas Paper Plastics (1-10mm)	New	60	0	60	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	12.99	12.99	12.99	0.0	Lower price	0	0.0	0	0	0.0	0.0	0.388140	cubic feet	Standard
2020-09-21	JK-0288	X001YJJAET	B07KQ782CP	6 Inch Ultra-Thin Under Seat Car Low Sound Sub Woofer Powered Active Bass Amplifier	New	134	0	134	0	0	0	0	USD	0	0.0	0	0.0	7	37	45	64	Low traffic	50.99	50.99	50.99	0.0	Lower price	0	0.0	0	0	0.0	1.2367149758454106	79.493222	cubic feet	Standard
2020-09-21	JK-0385	X00266CQBD	B07RQSGCH3	7-Channel Console Controller Mixer with Power Cord for Recording DJ Stage Karaoke Music	New	60	0	60	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	64.99	64.99	64.99	0.0	Lower price	0	0.0	0	0	0.0	0.0	19.240020	cubic feet	Standard
2020-09-21	AB-0949	X002ICKO2D	B087CN4NT6	YaeCCC 19pcs Hole Saw Kit,13Pcs Saw Blades, Max Size 6"(152mm) and Min Size 3/4" (19mm), 2 Mandrels, 1 Installation Plate and 1 Hex Key, for Soft Wood,PVC Board,Plastic Plate Drilling	New	120	0	120	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	39	Low traffic	19.99	19.99	19.99	0.0	Lower price	0	0.0	0	0	0.0	0.975	18.933000	cubic feet	Standard
2020-09-21	JJ-0397	X0027LFB9L	B07RLXQQ82	Rotating Remote Control LED Search Light Wireless Working 60W Lamp Emergency Construction Lights for Boat Off road Car SUV Camping 12-24V	New	14	0	14	0	0	0	0	USD	0	0.0	0	0.0	0	4	5	5		99.99	99.99	99.99	82.64	Improve recommendations	15	99.99	0	0	0.0	0.5882352941176471	6.086640	cubic feet	Oversize
2020-09-21	ME-0057	X002I0NTMR	B086JKT8YT	YaeCCC Craft Jute Webbing Tape, 3.5" x 10 Yd Rolls 11 lbs	New	20	0	20	0	0	0	0	USD	0	0.0	0	0.0	0	63	83	107				-1.0	-1.0	Edit listing	0	0.0	0	0	0.0	3.424	3.519680	cubic feet	Standard
2020-09-21	DS-0443	X002J1GK9T	B088TF7FZM	YaeCCC 38 Pcs High Carbon-Steel File Set Includes Flat, Triangle, Half-Round, Round File, Needle File Kit, Wire Brush, Protective Gloves, Sandpaper for Woodwork, Metal, Model and Hobby Projects	New	26	0	26	0	0	0	0	USD	0	0.0	0	0.0	1	3	3	3	Low traffic	21.99	21.99	21.99	20.23	Lower price	27	21.99	0	0	0.0	0.21428571428571427	1.377272	cubic feet	Standard
2020-09-21	AI-0025	X001UW1KUR	B07GB369RR	1000ml Adjustable Hotplate Mixer Heat Plate Magnetic Stirrer with stir bar 79-1 110V 2400 RPM	New	409	0	409	0	0	0	0	USD	0	0.0	0	0.0	16	75	152	153		45.99	45.99	45.99	0.0	Improve recommendations	297	45.99	0	0	0.0	0.7958387516254877	101.817278	cubic feet	Standard
2020-09-21	RA-0121	X0020QQIH7	B07MV32WJN	150db 110V 60HZ Industry Electric Motor Driven Siren Continuous Alarm Horn	New	51	0	44	7	0	0	0	USD	0	0.0	0	0.0	8	20	33	43	Low traffic	64.99	64.99	64.99	0.0	Lower price	54	64.99	0	0	0.0	0.7889908256880734	17.226066	cubic feet	Standard
2020-09-21	JK-0072	X001O4IT5P	B078VZZ4D1	YaeCCC 4.3" LED Portable Network Cable Testing Monitor CCTV Camera Installation Detection System Security Tester for Audio Video Input with OSD Menu	New	21	0	1	20	0	0	0	USD	0	0.0	0	0.0	3	13	20	36	Low traffic	40.99	40.99	40.99	0.0	Lower price	22	40.99	0	0	0.0	0.935064935064935	1.128792	cubic feet	Standard
2020-09-21	TEK-JK-0236	X002K2GNV7	B08BJRL8BF	YaeCCC 4 Channels Mini Audio Mixer Sound Board Bluetooth Music Console Power Stereo with Power Cord	New	110	0	110	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	44.99	44.99	44.99	0.0	Lower price	0	0.0	0	0	0.0	0.0	13.066900	cubic feet	Standard
2020-09-21	JK-0667	X002JGK96J	B07HNJCHT9	High Precision Digital Accurate Analytical Electronic Balance Laboratory Weighing Industrial Scale with Counting Function Lab Scale (5kgx0.1g)	New	1	0	1	0	0	0	0	USD	0	0.0	0	0.0	5	22	24	24				-1.0	-1.0	Edit listing	0	0.0	0	0	0.0	4.0	0.399379	cubic feet	Standard
2020-09-21	20XNY-8078	X001IJU0X5	B074FWXMGJ	20 Pairs Passive Video Balun RJ45 Transceiver Transmitter HD-CVI/TVI/AHD/CVBS with Built in Transient Suppression Protection for 1080P/2MP CCTV Security DVR Surveillance Camera System	New	40	0	40	0	0	0	0	USD	0	0.0	0	0.0	2	8	8	8	Low traffic	79.99	79.99	79.99	0.0	Advertise listing	16	43.975768606609634	364	0	2493.4388520104503	0.34408602150537637	12.953360	cubic feet	Standard
2020-09-21	JJ-0232-RD	X001P09XNF	B079N62HBJ	YaeCCC 4pcs LED Rock Lights Under Body Glow Trail Rig Lamp Waterproof (Red) Compatible for JEEP ATV SUV Truck Boat	New	83	0	83	0	0	0	0	USD	0	0.0	0	0.0	0	0	19	80	Low traffic	24.99	24.99	24.99	0.0	Lower price	0	0.0	0	0	0.0	1.7391304347826086	2.582213	cubic feet	Standard
2020-09-21	AB-0939	X002IRAK59	B088B54BVG	YaeCCC 4pcs Chisel Hammer Drill Bits - Alloy Steel Chisel Set - Tile Chisel-Rotary Hammer Bits Set - Flat Chisel, Grooving (Gouge) Chisel, Point	New	17	0	11	6	0	0	0	USD	0	0.0	0	0.0	3	17	22	23	Low traffic	12.99	12.99	12.99	0.0	Lower price	17	12.99	0	0	0.0	0.773109243697479	0.252144	cubic feet	Standard
2020-09-21	JK-0254	X001W3JV55	B07H92VNM1	10 Inch 600W Car Under-Seat Sub Woofer Active Powered Amplifier Bass Enclosed	New	152	0	152	0	0	0	0	USD	0	0.0	0	0.0	0	54	195	200		99.99	99.99	99.99	0.0	Improve recommendations	0	0.0	0	0	0.0	3.65296803652968	88.385112	cubic feet	Standard
2020-09-21	AB-0943	X002I0NU35	B086JLMX4R	YaeCCC 16 Pieces Professional Piano Tuning Kit Tuner Tools Including Tuning Hammer,Tuning Wrench,Tuning Fork, Felt Temperament Strip, Case etc	New	23	0	0	23	0	0	0	USD	0	0.0	0	0.0	0	3	8	13	Low traffic	34.99	34.99	34.99	0.0	Lower price	0	0.0	0	0	0.0	0.4482758620689655	2.532967	cubic feet	Standard
2020-09-21	AB-0621	X001X8QVVL	B07JJGM3ZL	300 x0.001g 1mg Lab Analytical Balance Digital High Precision Electronic Scale Jewelry Scale	New	1	0	1	0	0	0	0	USD	0	0.0	0	0.0	2	13	24	29				-1.0	-1.0	Edit listing	3	70.99	0	0	0.0	1.9333333333333333	0.346812	cubic feet	Standard
2020-09-21	JK-0193	X001R9LRLP	B07CJ15DDS	8'' Under-Seat Car Sub Woofer Modified Speaker Stereo Audio Bass Amplifier 4? 480W	New	114	0	114	0	0	0	0	USD	0	0.0	0	0.0	24	109	161	162		54.99	54.99	54.99	0.0	Improve recommendations	64	54.99	0	0	0.0	2.265734265734266	84.948126	cubic feet	Standard
2020-09-21	SN-0016	X0027BLGE5	B07SKZWQTQ	YaeCCC Wired Game Controller, Wired USB Gaming Controller Joystick with Dual-Vibration Turbo and Trigger Buttons for PC Plug and Play Gamepad Windows/Steam/Android/ PS3/ TV Box	New	68	0	60	8	0	0	0	USD	0	0.0	0	0.0	0	2	9	41	Low traffic	12.99	12.99	12.99	0.0	Lower price	9	16.99	0	0	0.0	1.1081081081081081	4.285428	cubic feet	Standard
2020-09-21	KY-0001	X001ZHDBQN	B07LFDFHX1	YaeCCC Separator 1x8 v1.4 8 Port Support Full HD 1080p HD Display on 8 TV	New	7	0	0	0	7	0	0	USD	0	0.0	0	0.0	0	0	0	1	Low traffic	19.99	19.99	19.99	0.0	Lower price	0	0.0	0	0	0.0	0.046511627906976744	0.827421	cubic feet	Standard
2020-09-21	CG-0004	X001Y9C37P	B07KG47MWK	F Female to F Female Lightning Surge Protect Protector DC-3 GHz 75 ohm 90 V Gas Tube Surge Protector (Lightning Protector F Female to Female)	New	100	0	100	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	8	Low traffic	14.99	14.99	14.99	0.0	Lower price	0	0.0	0	0	0.0	0.2962962962962963	1.016000	cubic feet	Standard
2020-09-21	JK-0546	X002E85SVD	B081T8QGJ7	YaeCCC Voltage Transformer 2000VA Step Up/Down Converter 110V/120V - 220V/240V 110V/220V AC Automatic Voltage Converter	New	30	0	0	30	0	0	0	USD	0	0.0	0	0.0	0	2	5	15	Low traffic	56.91	56.91	56.91	0.0	Advertise listing	0	53.30971138933262	364	0	2313.901372279371	0.4225352112676056	9.041670	cubic feet	Standard
2020-09-21	CR-0038	X002JV14AJ	B08B5X1GYV	YaeCCC 2 Pcs 1/4" Hex Shank Pocket Hole Drill Bit + 3/8" Replacement Twist Step Drill Bit with Depth Stop Collar for Manual Pocket Hole Jig System Drill Guide Drill Tools Kit	New	43	0	43	0	0	0	0	USD	0	0.0	0	0.0	7	15	17	17	Low traffic	9.99	9.99	9.99	0.0	Lower price	48	9.99	0	0	0.0	0.504950495049505	0.471538	cubic feet	Standard
2020-09-21	AB-0454	X001RWHFS1	B07CXRBNFZ	220V 20-250A Mini Handhold Electric Welder Converter ARC Welding Machine Tool	New	58	0	58	0	0	0	0	USD	0	0.0	0	0.0	4	17	25	25		88.99	88.99	88.99	0.0	Improve recommendations	0	0.0	0	0	0.0	0.7352941176470589	11.160940	cubic feet	Standard
2020-09-21	NK-0135-BK25	X002J1GQBB	B088TCBVR8	YaeCCC 25 Pack 3 inch Garden Net Cups Pots, Plastic Plant Nursery Pots, Slotted Mesh Wide Lip Round Net Pot Bucket Basket for Hydroponics (Black)	New	4	0	4	0	0	0	0	USD	0	0.0	0	0.0	9	36	45	45	Low traffic	11.85	11.85	11.85	0.0	Lower price	9	11.85	0	0	0.0	4.0	0.565036	cubic feet	Standard
2020-09-21	CR-0015	X002J0PI9N	B088T9BS1L	YaeCCC 4 Pack Hammock Hanging Hook Kit, Hammock Stand for Yoga & Brazilian Hammocks, Swing Chair, Indoor & Outdoor Load Capacity 650lbs	New	27	0	27	0	0	0	0	USD	0	0.0	0	0.0	0	8	13	13	Low traffic	9.99	9.99	9.99	0.0	Lower price	0	0.0	0	0	0.0	0.8387096774193549	0.190701	cubic feet	Standard
2020-09-21	JK-0659	X002JIHPSR	B089NN9DSC	YaeCCC 2200W 2 Channel Car Amplifier Under Stereo Audio Super Bass Power Amp DC 12V	New	20	0	20	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	49.99	49.99	49.99	0.0	Lower price	0	0.0	0	0	0.0	0.0	3.531460	cubic feet	Standard
2020-09-21	AB-0938	X002ICKIUV	B087CLQMBG	YaeCCC Coax Cable Crimper Kit, Multifunctional Compression Connector Adjustable Coaxial Crimping Stripping Tool and Micro Cutter with 10Pcs F Compression Connectors	New	17	0	0	17	0	0	0	USD	0	0.0	0	0.0	0	4	7	13	Low traffic	24.99	24.99	24.99	0.0	Lower price	17	24.99	0	0	0.0	0.5652173913043478	0.750431	cubic feet	Standard
2020-09-21	DS-0439-05	X002HNO8LV	B085VHT7GJ	YaeCCC 5 Pack 63-37 Tin Lead Rosin Core Solder Wire for Electrical Soldering and DIY 50g Diameter 0.5mm 0.6mm 0.8mm 1.0mm 1.2mm	New	19	0	0	19	0	0	0	USD	0	0.0	0	0.0	1	9	17	27	Low traffic	14.99	14.99	14.99	0.0	Lower price	19	14.99	0	0	0.0	0.8372093023255814	0.806645	cubic feet	Standard
2020-09-21	JK-0465	X0028ME8V1	B07V3C6X8N	Car Power Amplifier Installation Kit 8/10 Gauge Automobiles Speaker Woofer Sub Woofer Cables Audio Wire Wiring Line with Fuse Suits	New	160	0	160	0	0	0	0	USD	0	0.0	0	0.0	1	2	32	149	Low traffic	11.99	11.99	11.99	0.0	Lower price	0	0.0	0	0	0.0	1.7529411764705882	11.950400	cubic feet	Standard
2020-09-21	JK-0559	X002DNZ3EB	B0813LFLVV	K-1500 2000W Watt 12V 4 Channel Class AB Stereo Car Auto Amplifier Audio Power Amp	New	87	0	87	0	0	0	0	USD	0	0.0	0	0.0	24	101	124	126		49.99	49.99	49.99	0.0	Improve recommendations	105	49.99	0	0	0.0	1.8327272727272728	33.097236	cubic feet	Standard
2020-09-21	TEK-JK-0571	X002HNVD2N	B085VJ1YQD	YaeCCC Adjustable 2 Heads Dual Magnetic Stirrer Digital Thermostatic Lab Magnetic Mixer and Hotplate 0-1600 RPM Magnetic Stirrer Mixer with 2 Stirring Bars 110V 200W	New	89	0	89	0	0	0	0	USD	0	0.0	0	0.0	0	8	11	11	Low traffic	99.99	99.99	99.99	0.0	Lower price	0	0.0	0	0	0.0	0.34108527131782945	67.223213	cubic feet	Standard
2020-09-21	BJ-0006	X0027U2C3F	B07SNCHKB3	Hidden Camera Detector RF Bug Detector Wireless Signal Scanner 3-in-1 Functionality Defense Emergency Alert with Mini LED Flashlight for Home Hotel Travel Suitcase Security Box	New	3	0	0	0	0	0	3	USD	0	0.0	3	0.9	0	0	1	1	Low traffic	20.98	20.98	20.98	0.0	Lower price	3	20.98	0	0	0.0	0.2857142857142857	0.128577	cubic feet	Standard
2020-09-21	JK-0647-BK	X002J1E3C5	B088T5YYG6	YaeCCC Mini Sound Mixer Board, Universal Voice Changer Sound Card External Live Sound Card with 18 Sound Effects for Karaoke Singing Music Recording	New	37	0	37	0	0	0	0	USD	0	0.0	0	0.0	0	4	4	4	Low traffic	39.99	39.99	39.99	0.0	Lower price	0	0.0	0	0	0.0	0.3	2.407220	cubic feet	Standard
2020-09-21	JK-0334	X00232J1H7	B07PF2XGL4	6/8/10GA Car Control Audio Cable Kit for Auto Amplifier Sub Woofer Wiring Power Amplifier Car Audio Sub Woofer Wire, AMP Wiring, Auto Audio Cables	New	883	0	883	0	0	0	0	USD	0	0.0	0	0.0	33	148	168	173	Low traffic	11.99	11.99	11.99	0.0	Lower price	196	11.99	0	0	0.0	0.5658217497955846	79.074416	cubic feet	Standard
2020-09-21	KY-0024-WT	X0027BLI4D	B07SPSBY7Q	YaeCCC Motorcycle Headlight LED Fog Lights Spotlight Daytime Running Lights with White Angel Eyes Halo Ring and Switch 125W 2-Sets	New	38	0	1	37	0	0	0	USD	0	0.0	0	0.0	1	4	7	13	Low traffic	19.99	19.99	19.99	0.0	Advertise listing	0	18.659477346256494	364	0	872.9318169426872	0.29545454545454547	3.194166	cubic feet	Standard
2020-09-21	TEK-NY-8093	X001J1RD1J	B074K81MYB	GBS-8219/GBS-8239 XVGA Box CGA EGA RGB RGB RGBHV to VGA Industrial Converter Monitor Replacement Video Intelligent Converter for FHKD (GBS-8219)	New	35	0	35	0	0	0	0	USD	0	0.0	0	0.0	5	16	25	25	Low traffic	184.99	184.99	184.99	0.0	Advertise listing	18	160.886460399525	364	0	364.9769723363311	1.1627906976744187	2.750335	cubic feet	Standard
2020-09-21	MM-0016	X002J1G0VR	B088TBJ634	YaeCCC 10 Pack Beekeeping Supplies Tools with Stainless Steel Bee Hive Smoker Equipment	New	27	0	27	0	0	0	0	USD	0	0.0	0	0.0	0	10	11	11	Low traffic	39.99	39.99	39.99	0.0	Lower price	27	39.99	0	0	0.0	0.49253731343283585	22.769991	cubic feet	Oversize
2020-09-21	JK-0219	X001TKUDRL	B07F1GTJQ5	500kg S Type Alloy Steel Weighting Sensor Beam Load Cell Scale Sensor+Cable for Electronic Weighing Devices	New	50	0	50	0	0	0	0	USD	0	0.0	0	0.0	0	0	10	41	Low traffic	30.99	30.99	30.99	0.0	Lower price	0	0.0	0	0	0.0	1.6734693877551021	2.549450	cubic feet	Standard
2020-09-21	JJ-0232-GN	X001OTKZ2P	B079FPG75S	YaeCCC 4pcs LED Rock Light Under Body Glow Trail Rig Lamp Waterproof (Green) Compatible for JEEP ATV SUV Truck Boat	New	21	0	20	1	0	0	0	USD	0	0.0	0	0.0	0	0	2	36	Low traffic	24.99	24.99	24.99	24.99	Lower price	0	0.0	0	0	0.0	2.2857142857142856	0.669543	cubic feet	Standard
2020-09-21	JK-0572	X002DO0NKT	B0814ZLXWY	YaeCCC Safety Harness Kit, Safety Fall Arrest Harness, Outdoor Adjustable Climb Harness Safety Belt Rescue Rope Aerial Work Full Body Safety Belt with Big Buckle	New	24	0	24	0	0	0	0	USD	0	0.0	0	0.0	0	3	6	6	Low traffic	26.99	26.99	26.99	0.0	Lower price	0	0.0	0	0	0.0	0.47058823529411764	5.141112	cubic feet	Standard
2020-09-21	NE-0195	X002JV3BWN	B08B5FFDKK	YaeCCC Laboratory Stand Support Metalware Set - Premium Iron Material Support Stand, Lab Clamp Flask Clamp Condenser Stand 60cm	New	4	0	4	0	0	0	0	USD	0	0.0	0	0.0	0	26	26	26				-1.0	-1.0	Edit listing	0	0.0	0	0	0.0	1.7727272727272727	0.666668	cubic feet	Oversize
2020-09-21	TEK-AB-0299	X001L580QF	B0761NK8SY	YaeCCC Magnetic Stirrer 4.7 x 4.7 Inch Heating Plate Magnetic Mixer SH-2 Hot Plate 1000ml Stirring Capacity Magnetic Stirrer Kit 180W 0~1600RPM 1L Volume Heating Power	New	46	0	46	0	0	0	0	USD	0	0.0	0	0.0	1	12	23	50	Low traffic	64.99	64.99	64.99	0.0	Lower price	47	64.99	0	0	0.0	1.4388489208633093	13.610112	cubic feet	Standard
2020-09-21	JK-0632	X002ICKIV5	B087CKD3BX	YaeCCC Right Taillight Back Rear Lights for TOYOTA HILUX VIGO/MK6 MK7/SR5 2011-2014	New	11	0	1	10	0	0	0	USD	0	0.0	0	0.0	0	2	7	9	Low traffic	19.99	19.99	19.99	0.0	Lower price	11	19.99	0	0	0.0	0.5806451612903226	2.622114	cubic feet	Standard
2020-09-21	JK-0090	X001O4UL7J	B078W6955D	Professional 4/7 Channel Live Studio Audio Sound USB Compact Mixer Mixing Console (4 Channel)	New	121	0	121	0	0	0	0	USD	0	0.0	0	0.0	10	54	101	156		51.88	51.88	51.88	0.0	Improve recommendations	125	51.88	0	0	0.0	1.6819407008086253	20.222004	cubic feet	Standard
2020-09-21	LS-0066	X002J3NG4T	B088Z1L37Z	YaeCCC Stainless Steel Pig Waterer Water Trough Bowl Drinking Water Bowl Dispenser for Pig, Piglet, Goat, Sheep and Other Small Livestock	New	60	0	60	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	19.99	19.99	19.99	0.0	Lower price	0	0.0	0	0	0.0	0.0	16.951020	cubic feet	Standard
2020-09-21	JK-0159	X001ONCMA9	B0799BV8VN	YaeCCC C-236 12V 2 Channel Powerful Car Audio Amplifier Bass AMP Aluminum	New	61	0	61	0	0	0	0	USD	0	0.0	0	0.0	4	45	48	78	Low traffic	44.99	44.99	44.99	0.0	Lower price	63	44.99	0	0	0.0	1.5522388059701493	11.835159	cubic feet	Standard
2020-09-21	TEK-NY-8066	X001GNHK2R	B073FNYS6T	YaeCCC Climbing Harness Safe Belt for Fire Rescue High Altitude School Assignment Caving Rock Climbing Rappelling Equipment Body Guard Protect (Half Body-Model 2)	New	100	0	100	0	0	0	0	USD	0	0.0	0	0.0	1	2	27	93		44.99	44.99	44.99	0.0	Improve recommendations	0	0.0	0	0	0.0	1.7302325581395348	28.991700	cubic feet	Standard
2020-09-21	AB-0940	X002ICVJ9F	B087CNL7TC	YaeCCC 9Pcs Leather Half Round Cutter Punch, Leather end Punch, 5mm,10mm,15mm, 20mm,25mm,30mm,35mm,40mm,45mm for DIY Craft Handwork	New	24	0	3	21	0	0	0	USD	0	0.0	0	0.0	3	7	9	16	Low traffic	14.88	14.88	14.88	0.0	Lower price	26	14.88	0	0	0.0	0.5039370078740157	0.550920	cubic feet	Standard
2020-09-21	CR-0004	X002FGQIAT	B083HXWP3M	YaeCCC 50 Pcs Cut Off Wheels Cutting Wheel 4 1/2" x 0.04" x 7/8" Cutting Disc Ultra Thin Metal & Stainless Steel	New	57	0	57	0	0	0	0	USD	0	0.0	0	0.0	5	39	40	40	Low traffic	18.99	18.99	18.99	0.0	Lower price	60	18.99	0	0	0.0	1.0256410256410255	2.816370	cubic feet	Standard
2020-09-21	AB-0565	X001UULB2V	B07G95V7YC	YaeCCC Electronic Enclosures Blue Metal Enclosure Project Case DIY Box Junction Case Enclosure Preventive Case (12.2" x 11.2" x 4.3")	New	214	0	205	9	0	0	0	USD	0	0.0	0	0.0	19	77	131	206		29.99	29.99	29.99	0.0	Improve recommendations	0	0.0	0	0	0.0	1.2153392330383481	87.660392	cubic feet	Standard
2020-09-21	KT-0005	X002J1GIUZ	B088TBKBKZ	YaeCCC High Precision 30kg x0.1g Digital Accurate Balance with Counting Function Lab Scale	New	27	0	27	0	0	0	0	USD	0	0.0	0	0.0	0	3	3	3	Low traffic	64.99	64.99	64.99	0.0	Lower price	27	64.99	0	0	0.0	0.21052631578947367	9.458748	cubic feet	Standard
2020-09-21	AB-0921	X002FGLP5R	B083HSD9HZ	YaeCCC Plastic Junction Box Universal Electric Project Enclosure Pale DIY Case Enclosure Waterproof Dustproof IP65 ABS (Gray) (6.3" x 6.3" x 3.5")	New	60	0	60	0	0	0	0	USD	0	0.0	0	0.0	4	20	22	22		10.99	10.99	10.99	0.0	Improve recommendations	60	10.99	0	0	0.0	0.6423357664233577	9.361200	cubic feet	Standard
2020-09-21	NE-0112-04	X0029F4K5L	B07VMSP712	YaeCCC 4 Pack 12V RV Interior Led Lights Recessed Aluminum Led Lights,RV Boat Ceiling Lights Warm White 3000K	New	30	0	30	0	0	0	0	USD	0	0.0	0	0.0	1	8	8	8	Low traffic	16.99	16.99	16.99	0.0	Advertise listing	0	7.645499999999995	364	0	259.53608424917616	0.4444444444444444	1.489590	cubic feet	Standard
2020-09-21	NE-0033	X001TRMPSJ	B07F75DJ39	YaeCCC 60" Truck Tailgate Light Bar Double Row LED Flexible Strip Running Turn Signal Brake Reverse Tail light For Pickup Trailer SUV RV VAN Car Towing Vehicle,Red/White,No-Drill	New	1	0	0	0	0	0	1	USD	0	0.0	1	0.28	0	0	0	0	Low traffic	14.99	14.99	14.99	0.0	Create removal order	1	15.99	0	0	0.0	0.0	0.040271	cubic feet	Standard
2020-09-21	JK-0665	X002JIERAL	B089MZRGKB	YaeCCC 40pcs 16mm Thread Male Female Panel Metal Aviation Wire Connector Plug Assortment Kit (2 Pin / 3 Pin / 4 Pin / 5Pin)	New	63	0	63	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	19.99	19.99	19.99	0.0	Lower price	0	0.0	0	0	0.0	0.0	3.114783	cubic feet	Standard
